pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag,hwc
Kepler-215 b,Kepler-215,1,1,4,Transit,2014,9.360672,0.084,1.62,0.145,,,,,,,,5739.0,1.03,,,,4.36,,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.997,14.3,13.678,0
Kepler-215 c,Kepler-215,1,1,4,Transit,2014,14.667108,0.113,1.77,0.158,,,,,,,,5739.0,1.03,,,,4.36,,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.997,14.3,13.678,0
Kepler-215 d,Kepler-215,1,1,4,Transit,2014,30.864423,0.185,2.39,0.213,,,,,,,,5739.0,1.03,,,,4.36,,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.997,14.3,13.678,0
Kepler-215 e,Kepler-215,1,1,4,Transit,2014,68.16101,0.314,1.75,0.156,,,,,,,,5739.0,1.03,,,,4.36,,19h39m53.65s,294.9735313,+45d12m49.27s,45.2136867,485.997,14.3,13.678,0
Kepler-216 b,Kepler-216,1,1,2,Transit,2014,7.693641,0.079,2.35,0.21,,,,,,,,6091.0,1.26,,,,4.28,,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47,14.689,14.054,0
Kepler-216 c,Kepler-216,1,1,2,Transit,2014,17.406669,0.136,3.04,0.271,,,,,,,,6091.0,1.26,,,,4.28,,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47,14.689,14.054,0
Kepler-217 b,Kepler-217,1,1,3,Transit,2014,5.374943,0.065,2.23,0.199,,,,,,,,6171.0,1.8,,,,4.03,,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64,13.705,13.155,0
Kepler-217 c,Kepler-217,1,1,3,Transit,2014,8.586004,0.089,1.85,0.165,,,,,,,,6171.0,1.8,,,,4.03,,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64,13.705,13.155,0
Kepler-217 d,Kepler-217,1,1,3,Transit,2016,3.88689525,,1.32,0.118,,,,,,,,6341.0,1.76,1.37,0.09,[Fe/H],4.08,2.63,19h32m09.06s,293.0377331,+46d16m39.08s,46.2775223,1104.64,13.705,13.155,0
Kepler-218 b,Kepler-218,1,1,3,Transit,2014,3.619337,0.046,1.48,0.132,,,,,,,,5502.0,1.06,,,,4.39,,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38,14.89,14.035,0
Kepler-218 c,Kepler-218,1,1,3,Transit,2014,44.699576,0.248,3.14,0.28,,,,,,,,5502.0,1.06,,,,4.39,,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38,14.89,14.035,0
Kepler-218 d,Kepler-218,1,1,3,Transit,2016,124.5244647,,2.66,0.237,,,,,,,,5542.0,1.02,1.01,0.31,[Fe/H],4.42,5.62,19h41m39.09s,295.4128785,+46d15m59.69s,46.2665801,656.38,14.89,14.035,0
Kepler-219 b,Kepler-219,1,1,3,Transit,2014,4.585512,0.057,2.95,0.263,,,,,,,,5786.0,1.49,,,,4.16,,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07,14.594,13.823,0
Kepler-219 c,Kepler-219,1,1,3,Transit,2014,22.714613,0.165,3.58,0.319,,,,,,,,5786.0,1.49,,,,4.16,,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07,14.594,13.823,0
Kepler-219 d,Kepler-219,1,1,3,Transit,2014,47.903645,0.272,2.81,0.251,,,,,,,,5786.0,1.49,,,,4.16,,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.07,14.594,13.823,0
Kepler-22 b,Kepler-22,1,1,1,Transit,2011,289.863876,0.812,2.1,0.187,9.1,0.02863,Mass,0.72,1.01,279.0,,5596.0,0.87,0.86,-0.255,[Fe/H],,7.0,19h16m52.13s,289.2172051,+47d53m02.91s,47.8841427,194.642,12.597,11.751,1
Kepler-220 b,Kepler-220,1,1,4,Transit,2014,4.159807,0.046,0.81,0.072,,,,,,,,4632.0,0.67,,,,4.65,,19h26m01.45s,291.5060432,+46d53m44.25s,46.8956262,171.109,14.322,13.049,0
Kepler-220 c,Kepler-220,1,1,4,Transit,2014,9.034199,0.076,1.57,0.14,,,,,,,,4632.0,0.67,,,,4.65,,19h26m01.45s,291.5060432,+46d53m44.25s,46.8956262,171.109,14.322,13.049,0
Kepler-220 d,Kepler-220,1,1,4,Transit,2014,28.122397,0.163,0.98,0.087,,,,,,,,4632.0,0.67,,,,4.65,,19h26m01.45s,291.5060432,+46d53m44.25s,46.8956262,171.109,14.322,13.049,0
Kepler-220 e,Kepler-220,1,1,4,Transit,2014,45.902733,0.226,1.33,0.119,,,,,,,,4632.0,0.67,,,,4.65,,19h26m01.45s,291.5060432,+46d53m44.25s,46.8956262,171.109,14.322,13.049,0
Kepler-221 b,Kepler-221,1,1,4,Transit,2014,2.795906,0.037,1.71,0.153,,,,,,,,5243.0,0.82,,,,4.54,,19h46m37.14s,296.6547477,+46d50m06.81s,46.8352242,385.231,14.853,13.97,0
Kepler-221 c,Kepler-221,1,1,4,Transit,2014,5.690586,0.059,2.93,0.261,,,,,,,,5243.0,0.82,,,,4.54,,19h46m37.14s,296.6547477,+46d50m06.81s,46.8352242,385.231,14.853,13.97,0
Kepler-221 d,Kepler-221,1,1,4,Transit,2014,10.04156,0.087,2.73,0.244,,,,,,,,5243.0,0.82,,,,4.54,,19h46m37.14s,296.6547477,+46d50m06.81s,46.8352242,385.231,14.853,13.97,0
Kepler-221 e,Kepler-221,1,1,4,Transit,2014,18.369917,0.13,2.63,0.235,,,,,,,,5243.0,0.82,,,,4.54,,19h46m37.14s,296.6547477,+46d50m06.81s,46.8352242,385.231,14.853,13.97,0
Kepler-222 b,Kepler-222,1,1,3,Transit,2014,3.936981,0.048,3.16,0.282,,,,,,,,5433.0,0.87,,,,4.55,,19h11m37.46s,287.9060885,+46d56m15.89s,46.9377479,758.854,16.098,15.407,0
Kepler-222 c,Kepler-222,1,1,3,Transit,2014,10.08881,0.091,4.64,0.414,,,,,,,,5433.0,0.87,,,,4.55,,19h11m37.46s,287.9060885,+46d56m15.89s,46.9377479,758.854,16.098,15.407,0
Kepler-222 d,Kepler-222,1,1,3,Transit,2014,28.081912,0.18,3.69,0.329,,,,,,,,5433.0,0.87,,,,4.55,,19h11m37.46s,287.9060885,+46d56m15.89s,46.9377479,758.854,16.098,15.407,0
Kepler-223 b,Kepler-223,1,1,4,Transit,2014,7.38449,,2.99,0.267,7.4,0.02328,Mass,0.078,,,,,1.72,1.12,,,,,19h53m16.41s,298.3183909,+47d16m46.14s,47.2794824,1859.71,16.209,15.69,0
Kepler-223 c,Kepler-223,1,1,4,Transit,2014,9.84564,,3.44,0.307,5.1,0.01605,Mass,0.15,,,,,1.72,1.12,,,,,19h53m16.41s,298.3183909,+47d16m46.14s,47.2794824,1859.71,16.209,15.69,0
Kepler-223 d,Kepler-223,1,1,4,Transit,2014,14.78869,,5.24,0.467,8.0,0.02517,Mass,0.037,,,,,1.72,1.12,,,,,19h53m16.41s,298.3183909,+47d16m46.14s,47.2794824,1859.71,16.209,15.69,0
Kepler-223 e,Kepler-223,1,1,4,Transit,2014,19.72567,,4.6,0.41,4.8,0.0151,Mass,0.051,,,,,1.72,1.12,,,,,19h53m16.41s,298.3183909,+47d16m46.14s,47.2794824,1859.71,16.209,15.69,0
Kepler-224 b,Kepler-224,1,1,4,Transit,2014,3.132924,0.038,1.39,0.124,,,,,,,,5018.0,0.68,,,,4.64,,19h23m44.22s,290.9342679,+47d21m27.15s,47.3575414,782.088,16.639,15.801,0
Kepler-224 c,Kepler-224,1,1,4,Transit,2014,5.925003,0.058,3.12,0.278,,,,,,,,5018.0,0.68,,,,4.64,,19h23m44.22s,290.9342679,+47d21m27.15s,47.3575414,782.088,16.639,15.801,0
Kepler-224 d,Kepler-224,1,1,4,Transit,2014,11.349393,0.089,2.3,0.205,,,,,,,,5018.0,0.68,,,,4.64,,19h23m44.22s,290.9342679,+47d21m27.15s,47.3575414,782.088,16.639,15.801,0
Kepler-224 e,Kepler-224,1,1,4,Transit,2014,18.643577,0.124,1.97,0.176,,,,,,,,5018.0,0.68,,,,4.64,,19h23m44.22s,290.9342679,+47d21m27.15s,47.3575414,782.088,16.639,15.801,0
Kepler-225 b,Kepler-225,1,1,2,Transit,2014,6.738975,0.056,1.2,0.107,,,,,,,,3682.0,0.48,,,,4.78,,19h28m46.56s,292.1939846,+47d27m25.49s,47.4570808,561.101,18.028,16.294,0
Kepler-225 c,Kepler-225,1,1,2,Transit,2014,18.794234,0.111,1.84,0.164,,,,,,,,3682.0,0.48,,,,4.78,,19h28m46.56s,292.1939846,+47d27m25.49s,47.4570808,561.101,18.028,16.294,0
Kepler-226 b,Kepler-226,1,1,3,Transit,2014,3.940997,0.047,1.55,0.138,,,,,,,,5571.0,0.8,,,,4.59,,19h29m30.26s,292.3760942,+47d52m51.45s,47.8809596,980.138,16.694,15.563,0
Kepler-226 c,Kepler-226,1,1,3,Transit,2014,5.349555,0.058,2.27,0.203,,,,,,,,5571.0,0.8,,,,4.59,,19h29m30.26s,292.3760942,+47d52m51.45s,47.8809596,980.138,16.694,15.563,0
Kepler-226 d,Kepler-226,1,1,3,Transit,2014,8.109044,0.076,1.22,0.109,,,,,,,,5571.0,0.8,,,,4.59,,19h29m30.26s,292.3760942,+47d52m51.45s,47.8809596,980.138,16.694,15.563,0
Kepler-227 b,Kepler-227,1,1,2,Transit,2014,9.488015,0.09,3.11,0.277,,,,,,,,5854.0,1.09,,,,4.4,,19h27m44.23s,291.9342748,+48d08m30.03s,48.141676,1083.06,16.473,15.623,0
Kepler-227 c,Kepler-227,1,1,2,Transit,2014,54.418694,0.29,3.04,0.271,,,,,,,,5854.0,1.09,,,,4.4,,19h27m44.23s,291.9342748,+48d08m30.03s,48.141676,1083.06,16.473,15.623,0
Kepler-228 b,Kepler-228,1,1,3,Transit,2014,2.566546,0.038,1.53,0.136,,,,,,,,6043.0,1.01,,,,4.47,,19h45m08.66s,296.2860853,+48d13m28.68s,48.2246328,1644.61,16.756,15.902,0
Kepler-228 c,Kepler-228,1,1,3,Transit,2014,4.134444,0.052,2.7,0.241,,,,,,,,6043.0,1.01,,,,4.47,,19h45m08.66s,296.2860853,+48d13m28.68s,48.2246328,1644.61,16.756,15.902,0
Kepler-228 d,Kepler-228,1,1,3,Transit,2014,11.094286,0.101,4.04,0.36,,,,,,,,6043.0,1.01,,,,4.47,,19h45m08.66s,296.2860853,+48d13m28.68s,48.2246328,1644.61,16.756,15.902,0
Kepler-229 b,Kepler-229,1,1,3,Transit,2014,6.252972,0.062,2.2,0.196,,,,,,,,5120.0,0.73,,,,4.63,,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,826.265,16.884,16.22,0
Kepler-229 c,Kepler-229,1,1,3,Transit,2014,16.068638,0.117,4.92,0.439,,,,,,,,5120.0,0.73,,,,4.63,,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,826.265,16.884,16.22,0
Kepler-229 d,Kepler-229,1,1,3,Transit,2014,41.194912,0.22,3.85,0.343,,,,,,,,5120.0,0.73,,,,4.63,,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,826.265,16.884,16.22,0
Kepler-23 b,Kepler-23,1,1,3,Transit,2011,7.1073,0.075,1.9,0.17,254.3,0.8,Mass,,,,,5760.0,1.52,1.11,-0.09,[M/H],4.0,6.0,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,835.756,14.19,13.567,0
Kepler-23 c,Kepler-23,1,1,3,Transit,2011,10.7421,0.099,3.2,0.285,858.1,2.7,Mass,,,,,5760.0,1.52,1.11,-0.09,[M/H],4.0,6.0,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,835.756,14.19,13.567,0
Kepler-23 d,Kepler-23,1,1,3,Transit,2014,15.274299,0.124,2.2,0.196,,,,,,,,5828.0,1.55,,,,4.09,,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,835.756,14.19,13.567,0
Kepler-230 b,Kepler-230,1,1,2,Transit,2014,32.625555,0.191,4.26,0.38,,,,,,,,5588.0,0.82,,,,4.55,,19h02m52.46s,285.7185682,+48d30m20.89s,48.5058038,740.754,16.15,15.264,0
Kepler-230 c,Kepler-230,1,1,2,Transit,2014,91.773242,0.38,2.04,0.182,,,,,,,,5588.0,0.82,,,,4.55,,19h02m52.46s,285.7185682,+48d30m20.89s,48.5058038,740.754,16.15,15.264,0
Kepler-231 b,Kepler-231,1,1,2,Transit,2014,10.065275,0.074,1.73,0.154,,,,,,,,3767.0,0.49,,,,4.78,,19h35m53.61s,293.9733913,+50d31m54.65s,50.531846,316.618,17.018,15.813,0
Kepler-231 c,Kepler-231,1,1,2,Transit,2014,19.271566,0.114,1.93,0.172,,,,,,,,3767.0,0.49,,,,4.78,,19h35m53.61s,293.9733913,+50d31m54.65s,50.531846,316.618,17.018,15.813,0
Kepler-232 b,Kepler-232,1,1,2,Transit,2014,4.431222,0.054,3.08,0.275,,,,,,,,5847.0,0.97,,,,4.5,,19h43m15.88s,295.8161668,+51d07m18.21s,51.1217249,1349.13,16.171,15.565,0
Kepler-232 c,Kepler-232,1,1,2,Transit,2014,11.379349,0.101,3.83,0.342,,,,,,,,5847.0,0.97,,,,4.5,,19h43m15.88s,295.8161668,+51d07m18.21s,51.1217249,1349.13,16.171,15.565,0
Kepler-233 b,Kepler-233,1,1,2,Transit,2014,8.472382,0.077,2.43,0.217,,,,,,,,5360.0,0.76,,,,4.61,,19h45m27.96s,296.3665054,+51d19m10.04s,51.3194548,856.417,16.354,15.477,0
Kepler-233 c,Kepler-233,1,1,2,Transit,2014,60.418955,0.287,2.71,0.242,,,,,,,,5360.0,0.76,,,,4.61,,19h45m27.96s,296.3665054,+51d19m10.04s,51.3194548,856.417,16.354,15.477,0
Kepler-234 b,Kepler-234,1,1,2,Transit,2014,2.711506,0.04,3.7,0.33,,,,,,,,6224.0,1.11,,,,4.42,,19h26m36.85s,291.6535379,+38d29m40.77s,38.4946597,1733.1,15.914,15.747,0
Kepler-234 c,Kepler-234,1,1,2,Transit,2014,7.21205,0.077,3.51,0.313,,,,,,,,6224.0,1.11,,,,4.42,,19h26m36.85s,291.6535379,+38d29m40.77s,38.4946597,1733.1,15.914,15.747,0
Kepler-235 b,Kepler-235,1,1,4,Transit,2014,3.340222,0.037,2.23,0.199,,,,,,,,4255.0,0.55,,,,4.73,,19h04m18.98s,286.0790779,+39d16m41.65s,39.278237,428.018,18.394,16.567,0
Kepler-235 c,Kepler-235,1,1,4,Transit,2014,7.824904,0.065,1.28,0.114,,,,,,,,4255.0,0.55,,,,4.73,,19h04m18.98s,286.0790779,+39d16m41.65s,39.278237,428.018,18.394,16.567,0
Kepler-235 d,Kepler-235,1,1,4,Transit,2014,20.060548,0.122,2.05,0.183,,,,,,,,4255.0,0.55,,,,4.73,,19h04m18.98s,286.0790779,+39d16m41.65s,39.278237,428.018,18.394,16.567,0
Kepler-235 e,Kepler-235,1,1,4,Transit,2014,46.183669,0.213,2.22,0.198,,,,,,,,4255.0,0.55,,,,4.73,,19h04m18.98s,286.0790779,+39d16m41.65s,39.278237,428.018,18.394,16.567,0
Kepler-236 b,Kepler-236,1,1,2,Transit,2014,8.295611,0.065,1.57,0.14,,,,,,,,3750.0,0.51,,,,4.75,,18h55m27.94s,283.8664285,+39d53m53.49s,39.8981928,288.763,17.435,16.014,0
Kepler-236 c,Kepler-236,1,1,2,Transit,2014,23.968127,0.132,2.0,0.178,,,,,,,,3750.0,0.51,,,,4.75,,18h55m27.94s,283.8664285,+39d53m53.49s,39.8981928,288.763,17.435,16.014,0
Kepler-237 b,Kepler-237,1,1,2,Transit,2014,4.715106,0.05,1.41,0.126,,,,,,,,4861.0,0.72,,,,4.58,,18h52m53.12s,283.2213438,+40d25m18.34s,40.421762,657.822,16.649,15.689,0
Kepler-237 c,Kepler-237,1,1,2,Transit,2014,8.103636,0.071,2.08,0.186,,,,,,,,4861.0,0.72,,,,4.58,,18h52m53.12s,283.2213438,+40d25m18.34s,40.421762,657.822,16.649,15.689,0
Kepler-238 b,Kepler-238,1,1,5,Transit,2014,2.090876,0.034,1.73,0.154,,,,,,,,5751.0,1.43,,,,4.19,,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.75,16.015,15.297,0
Kepler-238 c,Kepler-238,1,1,5,Transit,2014,6.155557,0.069,2.39,0.213,,,,,,,,5751.0,1.43,,,,4.19,,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.75,16.015,15.297,0
Kepler-238 d,Kepler-238,1,1,5,Transit,2014,13.233549,0.115,3.07,0.274,,,,,,,,5751.0,1.43,,,,4.19,,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.75,16.015,15.297,0
Kepler-238 e,Kepler-238,1,1,5,Transit,2013,23.654,,5.6,0.5,169.7,0.534,Mass,,,,,,0.96,1.06,,,4.49,,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.75,16.015,15.297,0
Kepler-238 f,Kepler-238,1,1,5,Transit,2013,50.447,,2.0,0.178,13.5,0.042,Mass,,,,,,0.96,1.06,,,4.49,,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.75,16.015,15.297,0
Kepler-239 b,Kepler-239,1,1,2,Transit,2014,11.763051,0.095,2.33,0.208,,,,,,,,4914.0,0.76,,,,4.58,,19h36m48.49s,294.2020505,+40d39m47.99s,40.6633313,648.109,16.487,15.252,0
Kepler-239 c,Kepler-239,1,1,2,Transit,2014,56.228098,0.268,2.51,0.224,,,,,,,,4914.0,0.76,,,,4.58,,19h36m48.49s,294.2020505,+40d39m47.99s,40.6633313,648.109,16.487,15.252,0
Kepler-24 b,Kepler-24,1,1,4,Transit,2011,8.1453,0.08,2.4,0.214,508.5,1.6,Mass,,,,,5800.0,1.07,1.03,-0.24,[M/H],4.34,7.7,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81,16.163,15.04,0
Kepler-24 c,Kepler-24,1,1,4,Transit,2011,12.3335,0.106,2.8,0.25,508.5,1.6,Mass,,,,,5800.0,1.07,1.03,-0.24,[M/H],4.34,7.7,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81,16.163,15.04,0
Kepler-24 d,Kepler-24,1,1,4,Transit,2014,4.244384,0.051,1.67,0.149,,,,,,,,5897.0,1.29,,,,4.2,,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81,16.163,15.04,0
Kepler-24 e,Kepler-24,1,1,4,Transit,2014,18.998355,0.138,2.78,0.248,,,,,,,,5897.0,1.29,,,,4.2,,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81,16.163,15.04,0
Kepler-240 b,Kepler-240,1,1,2,Transit,2014,4.144495,0.048,1.37,0.122,,,,,,,,4985.0,0.74,,,,4.63,,19h24m38.10s,291.1587635,+40d45m00.76s,40.7502108,746.927,16.994,15.953,0
Kepler-240 c,Kepler-240,1,1,2,Transit,2014,7.953528,0.074,2.2,0.196,,,,,,,,4985.0,0.74,,,,4.63,,19h24m38.10s,291.1587635,+40d45m00.76s,40.7502108,746.927,16.994,15.953,0
Kepler-241 b,Kepler-241,1,1,2,Transit,2014,12.718092,0.094,2.33,0.208,,,,,,,,4699.0,0.67,,,,4.63,,19h31m39.15s,292.9131121,+41d03m39.52s,41.0609786,,16.437,15.708,0
Kepler-241 c,Kepler-241,1,1,2,Transit,2014,36.065978,0.189,2.57,0.229,,,,,,,,4699.0,0.67,,,,4.63,,19h31m39.15s,292.9131121,+41d03m39.52s,41.0609786,,16.437,15.708,0
Kepler-242 b,Kepler-242,1,1,2,Transit,2014,8.20395,0.075,2.61,0.233,,,,,,,,5020.0,0.85,,,,4.49,,19h06m15.77s,286.5656932,+41d48m30.30s,41.8084168,600.241,16.541,15.489,0
Kepler-242 c,Kepler-242,1,1,2,Transit,2014,14.496481,0.109,2.0,0.178,,,,,,,,5020.0,0.85,,,,4.49,,19h06m15.77s,286.5656932,+41d48m30.30s,41.8084168,600.241,16.541,15.489,0
Kepler-243 b,Kepler-243,1,1,2,Transit,2014,5.715442,0.062,2.45,0.219,,,,,,,,5228.0,0.84,,,,4.57,,19h00m26.52s,285.1104819,+42d02m02.26s,42.0339619,693.86,16.046,15.159,0
Kepler-243 c,Kepler-243,1,1,2,Transit,2014,20.026218,0.142,1.99,0.178,,,,,,,,5228.0,0.84,,,,4.57,,19h00m26.52s,285.1104819,+42d02m02.26s,42.0339619,693.86,16.046,15.159,0
Kepler-244 b,Kepler-244,1,1,3,Transit,2014,4.311792,0.05,2.76,0.246,,,,,,,,5554.0,0.8,,,,4.58,,19h08m58.23s,287.242641,+42d18m05.11s,42.3014185,1036.49,,15.747,0
Kepler-244 c,Kepler-244,1,1,3,Transit,2014,9.767292,0.087,2.05,0.183,,,,,,,,5554.0,0.8,,,,4.58,,19h08m58.23s,287.242641,+42d18m05.11s,42.3014185,1036.49,,15.747,0
Kepler-244 d,Kepler-244,1,1,3,Transit,2014,20.050401,0.14,2.31,0.206,,,,,,,,5554.0,0.8,,,,4.58,,19h08m58.23s,287.242641,+42d18m05.11s,42.3014185,1036.49,,15.747,0
Kepler-245 b,Kepler-245,1,1,4,Transit,2014,7.49019,0.071,2.57,0.229,,,,,,,,5100.0,0.8,,,,4.56,,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.527,16.911,15.546,0
Kepler-245 c,Kepler-245,1,1,4,Transit,2014,17.460812,0.124,2.18,0.194,,,,,,,,5100.0,0.8,,,,4.56,,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.527,16.911,15.546,0
Kepler-245 d,Kepler-245,1,1,4,Transit,2014,36.277108,0.202,3.03,0.27,,,,,,,,5100.0,0.8,,,,4.56,,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.527,16.911,15.546,0
Kepler-245 e,Kepler-245,1,1,4,Transit,2016,3.21982106,,1.75,0.156,,,,,,,,5174.0,0.8,0.86,0.05,[Fe/H],4.57,3.63,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.527,16.911,15.546,0
Kepler-246 b,Kepler-246,1,1,2,Transit,2014,4.60182,0.052,2.34,0.209,,,,,,,,5206.0,0.83,,,,4.56,,19h45m56.02s,296.4834007,+42d39m48.17s,42.6633806,626.078,16.441,15.197,0
Kepler-246 c,Kepler-246,1,1,2,Transit,2014,11.187161,0.095,1.5,0.134,,,,,,,,5206.0,0.83,,,,4.56,,19h45m56.02s,296.4834007,+42d39m48.17s,42.6633806,626.078,16.441,15.197,0
Kepler-247 b,Kepler-247,1,1,3,Transit,2014,3.33616,0.042,1.64,0.146,,,,,,,,5100.0,0.77,,,,4.61,,19h14m34.21s,288.6425609,+43d02m21.76s,43.0393769,663.711,16.238,15.199,0
Kepler-247 c,Kepler-247,1,1,3,Transit,2014,9.439452,0.084,4.09,0.365,,,,,,,,5100.0,0.77,,,,4.61,,19h14m34.21s,288.6425609,+43d02m21.76s,43.0393769,663.711,16.238,15.199,0
Kepler-247 d,Kepler-247,1,1,3,Transit,2014,20.477912,0.14,3.94,0.352,,,,,,,,5100.0,0.77,,,,4.61,,19h14m34.21s,288.6425609,+43d02m21.76s,43.0393769,663.711,16.238,15.199,0
Kepler-248 b,Kepler-248,1,1,2,Transit,2014,6.308205,0.066,3.02,0.269,,,,,,,,5190.0,0.83,,,,4.57,,19h32m14.72s,293.0613138,+43d34m52.89s,43.5813577,738.792,16.198,15.506,0
Kepler-248 c,Kepler-248,1,1,2,Transit,2014,16.239494,0.123,4.07,0.363,,,,,,,,5190.0,0.83,,,,4.57,,19h32m14.72s,293.0613138,+43d34m52.89s,43.5813577,738.792,16.198,15.506,0
Kepler-249 b,Kepler-249,1,1,3,Transit,2014,3.306539,0.035,1.09,0.097,,,,,,,,3568.0,0.48,,,,4.78,,19h47m56.47s,296.9853002,+43d39m30.98s,43.6586043,190.401,17.879,16.37,0
Kepler-249 c,Kepler-249,1,1,3,Transit,2014,7.113702,0.058,1.51,0.135,,,,,,,,3568.0,0.48,,,,4.78,,19h47m56.47s,296.9853002,+43d39m30.98s,43.6586043,190.401,17.879,16.37,0
Kepler-249 d,Kepler-249,1,1,3,Transit,2014,15.368459,0.097,1.57,0.14,,,,,,,,3568.0,0.48,,,,4.78,,19h47m56.47s,296.9853002,+43d39m30.98s,43.6586043,190.401,17.879,16.37,0
Kepler-25 b,Kepler-25,1,2,3,Transit,2011,6.238297,,2.748,0.245,8.7,0.0275,Mass,0.0029,,,,,1.32,1.17,,,,,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.249,11.323,10.769,0
Kepler-25 c,Kepler-25,1,2,3,Transit,2011,12.7207,,5.217,0.465,15.2,0.0479,Mass,0.0061,,,,,1.32,1.17,,,,,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.249,11.323,10.769,0
Kepler-25 d,Kepler-25,1,2,3,Radial Velocity,2014,122.4,,,,71.9,0.226,Mass,0.13,,,,,1.32,1.17,,,,,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.249,11.323,10.769,0
Kepler-250 b,Kepler-250,1,1,3,Transit,2014,4.148141,0.048,1.13,0.101,,,,,,,,5160.0,0.81,,,,4.57,,19h18m22.74s,289.5947633,+44d08m30.52s,44.1418114,760.585,16.716,15.819,0
Kepler-250 c,Kepler-250,1,1,3,Transit,2014,7.156804,0.069,2.28,0.203,,,,,,,,5160.0,0.81,,,,4.57,,19h18m22.74s,289.5947633,+44d08m30.52s,44.1418114,760.585,16.716,15.819,0
Kepler-250 d,Kepler-250,1,1,3,Transit,2014,17.648312,0.127,2.18,0.194,,,,,,,,5160.0,0.81,,,,4.57,,19h18m22.74s,289.5947633,+44d08m30.52s,44.1418114,760.585,16.716,15.819,0
Kepler-251 b,Kepler-251,1,1,4,Transit,2014,4.790936,0.053,1.33,0.119,,,,,,,,5526.0,0.89,,,,4.49,,19h46m15.89s,296.5662171,+44d06m20.91s,44.1058077,924.625,16.292,15.541,0
Kepler-251 c,Kepler-251,1,1,4,Transit,2014,16.514043,0.122,2.77,0.247,,,,,,,,5526.0,0.89,,,,4.49,,19h46m15.89s,296.5662171,+44d06m20.91s,44.1058077,924.625,16.292,15.541,0
Kepler-251 d,Kepler-251,1,1,4,Transit,2014,30.133001,0.182,2.77,0.247,,,,,,,,5526.0,0.89,,,,4.49,,19h46m15.89s,296.5662171,+44d06m20.91s,44.1058077,924.625,16.292,15.541,0
Kepler-251 e,Kepler-251,1,1,4,Transit,2014,99.640161,0.404,2.77,0.247,,,,,,,,5526.0,0.89,,,,4.49,,19h46m15.89s,296.5662171,+44d06m20.91s,44.1058077,924.625,16.292,15.541,0
Kepler-252 b,Kepler-252,1,1,2,Transit,2014,6.668391,0.058,1.23,0.11,,,,,,,,4208.0,0.55,,,,4.72,,19h42m19.04s,295.579329,+44d32m45.26s,44.5459052,379.424,16.9,15.406,0
Kepler-252 c,Kepler-252,1,1,2,Transit,2014,10.848463,0.08,2.15,0.192,,,,,,,,4208.0,0.55,,,,4.72,,19h42m19.04s,295.579329,+44d32m45.26s,44.5459052,379.424,16.9,15.406,0
Kepler-253 b,Kepler-253,1,1,3,Transit,2014,3.783986,0.046,1.63,0.145,,,,,,,,5208.0,0.79,,,,4.59,,19h27m22.06s,291.8419337,+44d51m29.25s,44.858124,838.595,16.653,15.778,0
